"X","hhid","hhid_2010","year","aez","lat","lon","maize_area_ha_sw","maize_pro_sw","maize_qua_sw_kh","fert_qua_sw","fert_qua_sw_kh","hybrid","farm_income","total_income","sex","mar_stat","age","fam_exp","educ_hoh","hh_size","ad_equ_oecd_mod","HFIAS","HFIA","maize_area_ha","maize_pro","fert_use","fert_qua","fert_qua_kh","maize_qua_kh","e5","e6","credit_acc_hh_sc","acc_ext","heard_new_var","acc_ext_past","heard_new_var_past","overall_match","identification","match_pr_anh","acc_cred","maximum_2m_air_temperature_year","minimum_2m_air_temperature_year","total_precipitation_year","dismarket_km","dismarket_min","ext_km","ext_min","keep_hh","school","mysample","total_income_log","Qair_f_inst_mean_year","Admin_1"
1019,40910,409766,2010,"Moist Transitional",1.164540052,34.92398834,0.8302823901,61.50239944,74.07407379,68.33599854,82.30452728,1,2000,22000,1,0,75,17,3,6,2.900000095,3,2,1.215000033,90,1,100,82.30452728,74.07407379,0,0,0,0,0,0,1,11,1,1,NA,27.6384201,10.31410027,2903.170654,2,30,7,120,1,1,1,9.998797417,1.235035658,"Trans Nzoia"
1020,40910,NA,2013,"Moist Transitional",1.164540052,34.92398834,0.1383803934,61.50239944,444.444458,34.16799927,246.9135895,1,120,18120,1,0,78,20,3,4,2.299999952,10,3,0.2025000006,90,1,50,246.9135742,444.444458,NA,NA,1,0,NA,0,NA,11,1,1,1,28.30474091,9.027029991,2800.065674,2,30,7,120,1,1,1,9.804771423,1.115586758,"Trans Nzoia"
1021,40911,409767,2010,"Moist Transitional",1.172919989,34.89363098,0.2767607868,307.5119934,1111.111084,68.33599854,246.9135895,1,1300,13300,1,0,54,36,5,10,4.5,0,1,0.4050000012,450,1,100,246.9135742,1111.111084,0,0,0,0,0,0,1,11,1,1,NA,27.6384201,10.31410027,2903.170654,0.2,15,32,32,1,1,1,9.495519638,1.235035658,"Trans Nzoia"
1022,40911,NA,2013,"Moist Transitional",1.172919989,34.89363098,0.5535215735,922.5359497,1666.666626,341.6799927,617.2839966,1,4500,76500,1,0,57,39,5,8,3.5,14,4,0.8100000024,1350,1,500,617.2839355,1666.666626,NA,NA,1,0,NA,0,NA,11,1,1,1,28.30474091,9.027029991,2800.065674,0.2,15,32,32,1,1,1,11.24504566,1.115586758,"Trans Nzoia"
1023,40912,409768,2010,"Moist Transitional",1.157539964,34.91376877,0.2767607868,738.0288086,2666.666748,119.5879974,432.0987854,0,26850,68450,1,0,23,2,7,4,2.099999905,5,3,0.4050000012,1080,1,175,432.0987549,2666.666748,0,0,0,0,0,1,1,4,1,1,NA,27.6384201,10.31410027,2903.170654,3,45,3,45,1,1,1,11.13385868,1.235035658,"Trans Nzoia"
1024,40912,NA,2013,"Moist Transitional",1.157539964,34.91376877,0.2389435321,0,0,25,104.6272278,1,0,73000,1,0,43,18,8,9,3.599999905,17,4,0.5670000315,0,1,50,88.18341827,0,NA,NA,0,1,NA,1,NA,4,1,1,0,28.30474091,9.027029991,2800.065674,3,45,3,45,1,1,1,11.19821453,1.115586758,"Trans Nzoia"
1025,40917,409760,2010,"Moist Transitional",1.169090033,34.91143036,0.5535215735,1230.047974,2222.222168,68.33599854,123.4567947,1,17800,83800,0,1,50,20,0,13,5.599999905,6,3,0.8100000024,1800,1,100,123.4567871,2222.222168,0,0,0,0,0,1,1,1,1,2,NA,27.6384201,10.31410027,2903.170654,0.5,5,7,105,0,0,1,11.33618832,1.235035658,"Trans Nzoia"
1026,40917,NA,2013,"Moist Transitional",1.169090033,34.91143036,0.5535215735,2029.579102,3666.666748,205.0079956,370.3703918,1,77600,96600,1,0,59,36,10,10,4.900000095,5,3,0.8100000024,2970,1,300,370.3703613,3666.666748,NA,NA,1,1,NA,1,NA,1,1,2,1,28.30474091,9.027029991,2800.065674,0.5,5,7,105,0,1,1,11.47833443,1.115586758,"Trans Nzoia"
1027,41001,410716,2010,"Moist Transitional",0.05206999928,35.1803093,0.3182748854,196.8076782,618.3575439,20.50079918,64.41223907,1,0,57600,1,0,56,7,2,11,5.400000095,17,4,0.465749979,288,1,30,64.41223907,618.3575439,1,1,0,0,0,0,0,11,1,1,NA,30.14949989,11.03197956,2686.772949,1,10,1,10,1,1,1,10.96127796,1.214004636,"Nandi"
1028,41001,NA,2013,"Moist Transitional",0.05206999928,35.1803093,0.5525074601,379.3375854,686.574585,9,16.2893734,1,6000,20000,1,0,59,10,2,7,3.799999952,21,4,0.8302499652,700,1,18,21.68021774,843.1195679,NA,NA,0,1,NA,0,NA,11,1,1,0,30.62804985,8.313170433,2361.363525,1,10,1,10,1,1,1,9.903487206,1.133833528,"Nandi"
1029,41002,410717,2010,"Moist Transitional",0.1581899971,35.24295044,0.5710039735,615.0239868,1077.092285,6.833600044,11.96769238,0,0,60000,1,0,59,36,4,4,2.099999905,17,4,0.8464500308,900,1,10,11.81404686,1063.26416,0,1,0,0,0,1,0,11,1,1,NA,30.14949989,11.03197956,2686.772949,1,20,1,20,1,1,1,11.00209999,1.214004636,"Nandi"
1030,41002,NA,2013,"Moist Transitional",0.1581899971,35.24295044,0.06919019669,61.50239944,888.888916,6.833600044,98.76543427,1,35700,127900,1,0,60,18,7,6,3.5,10,3,0.1012500003,90,1,10,98.76543427,888.888916,NA,NA,0,1,NA,1,NA,11,1,1,0,30.62804985,8.313170433,2361.363525,1,20,1,20,1,1,1,11.75900364,1.133833528,"Nandi"
1031,41003,410718,2010,"Moist Transitional",0.1057899967,35.17712021,0.9132782221,691.5023804,757.1651001,37.33440018,40.87954712,1,16400,290000,0,2,69,12,3,8,3.900000095,0,1,1.781999946,1350,1,60,33.67003632,757.5758057,1,1,0,0,0,0,1,11,1,1,NA,30.14949989,11.03197956,2686.772949,0.5,10,0.5,10,1,1,1,12.57763577,1.214004636,"Nandi"
1032,41003,NA,2013,"Moist Transitional",0.1057899967,35.17712021,0.6176412106,430.5167847,697.0337524,34.16799927,55.32014084,1,25000,130600,0,2,72,15,2,12,5.900000095,0,1,1.012500048,630,1,50,49.38271332,622.222168,NA,NA,0,0,NA,0,NA,11,1,1,0,30.62804985,8.313170433,2361.363525,0.5,10,0.5,10,1,1,1,11.77989483,1.133833528,"Nandi"
1033,41005,410720,2010,"Moist Transitional",0.1102000028,35.17856979,0.4843313992,492.0191956,1015.872986,0,0,1,4500,284500,1,0,46,18,12,10,4.699999809,3,4,0.7087500095,720,0,0,0,1015.872986,1,1,0,0,0,0,1,8,1,1,NA,30.14949989,11.03197956,2686.772949,0.8,5,0.8,5,1,1,1,12.55848885,1.214004636,"Nandi"
1034,41005,NA,2013,"Moist Transitional",0.1102000028,35.17856979,0.1383803934,27.33440018,197.5308685,11.27543926,81.48148346,1,48800,300800,1,0,49,21,12,10,4.699999809,1,1,0.2025000006,40,1,16.5,81.48148346,197.5308685,NA,NA,1,0,NA,0,NA,8,1,1,1,30.62804985,8.313170433,2361.363525,0.8,5,0.8,5,1,1,1,12.61420059,1.133833528,"Nandi"
1035,41006,410745,2010,"Moist Transitional",0.1113400012,35.18252945,0.1215000078,90,740.7407227,6,49.38271332,1,150,180150,1,0,51,25,7,7,3.799999952,2,2,0.2430000156,180,1,12,49.38271332,740.7407227,1,1,0,0,0,0,1,10,1,1,NA,30.14949989,11.03197956,2686.772949,0.5,10,0.5,10,1,1,1,12.10154533,1.214004636,"Nandi"
1036,41006,NA,2013,"Moist Transitional",0.1113400012,35.18252945,0.1383803934,375.8479919,2716.049561,0,0,1,6200,42200,1,0,54,28,7,7,3.799999952,14,4,0.2025000006,550,0,0,0,2716.049316,NA,NA,1,1,NA,0,NA,10,1,1,1,30.62804985,8.313170433,2361.363525,0.5,10,0.5,10,1,1,1,10.65017509,1.133833528,"Nandi"
1037,41009,503934,2010,"Moist Transitional",0.1089899987,35.17945862,0.4651020467,2153.25,4629.629395,105.2700043,226.3374329,1,134400,134400,1,0,41,9,12,7,3.400000095,4,3,0.4860000312,2250,1,110,226.3374329,4629.629395,1,1,1,0,1,1,0,1,1,2,NA,30.14949989,11.03197956,2686.772949,0.2,5,2,10,0,1,1,11.80857563,1.214004636,"Nandi"
1038,41009,NA,2013,"Moist Transitional",0.1089899987,35.17945862,0.05535215884,184.5072021,3333.333496,2.733439922,49.38271713,0,4050,296250,1,0,65,29,12,11,5.199999809,20,4,0.08100000024,270,1,4,49.38271713,3333.333252,NA,NA,1,1,NA,1,NA,1,1,2,1,30.62804985,8.313170433,2361.363525,0.2,5,2,10,0,1,1,12.59895897,1.133833528,"Nandi"
1039,41101,411890,2010,"Moist Transitional",-1.030429959,35.16757965,0.2767607868,492.0191956,1777.777832,0,0,1,17000,257000,1,0,55,28,3,4,2.5,10,3,0.4050000012,720,0,0,0,1777.777832,1,1,0,0,0,1,1,11,1,1,NA,30.11940002,10.75360012,1561.045898,1.5,30,7,150,1,1,1,12.45683098,1.246965528,"Narok"
1040,41101,NA,2013,"Moist Transitional",-1.030429959,35.16757965,0.2767607868,0,0,0,0,1,21850,29650,1,0,58,31,6,9,4.199999809,16,4,0.4050000012,0,0,0,0,0,NA,NA,0,1,NA,1,NA,11,1,1,0,30.60129929,7.969480038,1638.00708,1.5,30,7,150,1,1,1,10.29721737,1.14498055,"Narok"
1041,41102,411891,2010,"Moist Transitional",-1.029979944,35.17263031,0.1383803934,184.5072021,1333.333374,0,0,0,40000,90000,0,2,55,42,0,8,3.700000048,21,4,0.2025000006,270,0,0,0,1333.333374,0,1,0,0,0,1,1,11,1,1,NA,30.11940002,10.75360012,1561.045898,0.8,20,5,90,1,0,1,11.40756512,1.246965528,"Narok"
1042,41102,NA,2013,"Moist Transitional",-1.029979944,35.17263031,0.3621121645,18.36512184,50.71666718,0,0,1,97000,165000,0,2,58,44,0,11,5,19,4,1.073250055,58,0,0,0,54.04146194,NA,NA,0,1,NA,1,NA,11,1,1,0,30.60129929,7.969480038,1638.00708,0.8,20,5,90,1,0,1,12.01370049,1.14498055,"Narok"
1043,41104,411893,2010,"Moist Transitional",-1.030850053,35.18421936,0.2767607868,43.0516777,155.5555573,0,0,1,0,0,1,0,28,4,8,4,2.099999905,6,3,0.4050000012,63,0,0,0,155.5555573,NA,NA,0,0,0,1,1,11,1,1,NA,30.11940002,10.75360012,1561.045898,0.5,15,5,150,1,1,1,NA,1.246965528,"Narok"
1044,41104,NA,2013,"Moist Transitional",-1.030850053,35.18421936,0.2767607868,246.0095978,888.888916,0,0,1,1000,106650,1,0,31,7,8,5,2.400000095,19,4,0.4050000012,360,0,0,0,888.888916,NA,NA,0,1,NA,1,NA,11,1,1,0,30.60129929,7.969480038,1638.00708,0.5,15,5,150,1,1,1,11.5773077,1.14498055,"Narok"
1045,41105,411894,2010,"Moist Transitional",-1.032770038,35.18286133,0.5535215735,615.0239868,1111.111084,0,0,1,0,40000,1,2,36,12,13,6,2.700000048,6,4,0.8100000024,900,0,0,0,1111.111084,0,0,0,0,0,1,1,11,1,1,NA,30.11940002,10.75360012,1561.045898,0.25,5,0.25,5,1,1,1,10.59663486,1.246965528,"Narok"
1046,41105,NA,2013,"Moist Transitional",-1.032770038,35.18286133,0.2666195929,0,0,0,0,1,135500,557500,1,0,39,15,16,7,3,9,3,0.6075000167,0,0,0,0,0,NA,NA,0,1,NA,1,NA,11,1,1,0,30.60129929,7.969480038,1638.00708,0.25,5,0.25,5,1,1,1,13.23121738,1.14498055,"Narok"
1047,41106,411895,2010,"Moist Transitional",-1.022310019,35.18394852,1.245423555,3136.622314,2518.518555,34.16799927,27.43484306,1,20700,20700,1,0,23,5,4,5,2.400000095,0,1,1.82249999,4590,1,50,27.43484306,2518.518555,0,1,0,0,0,1,1,11,1,1,NA,30.11940002,10.75360012,1561.045898,0.5,15,0.5,15,1,1,1,9.937889099,1.246965528,"Narok"
1048,41106,NA,2013,"Moist Transitional",-1.022310019,35.18394852,0.3847176433,427.4640198,1111.111084,0,0,1,12600,162600,1,0,26,8,7,6,2.700000048,2,2,1.215000033,1350,0,0,0,1111.111084,NA,NA,0,1,NA,1,NA,11,1,1,0,30.60129929,7.969480038,1638.00708,0.5,15,0.5,15,1,1,1,11.99904823,1.14498055,"Narok"
1049,41108,411897,2010,"Moist Transitional",-1.031119943,35.18198013,0.3847176433,1139.904053,2962.962646,0,0,1,12800,122300,1,0,28,5,3,6,2.700000048,13,3,1.215000033,3600,0,0,0,2962.962891,0,1,1,0,0,1,1,8,1,1,NA,30.11940002,10.75360012,1561.045898,0.25,5,6,120,1,1,1,11.71423244,1.246965528,"Narok"
1050,41108,NA,2013,"Moist Transitional",-1.031119943,35.18198013,0.3205980361,398.9664307,1244.444458,0,0,1,61065,225465,1,0,31,8,6,6,2.700000048,15,4,1.012500048,1260,0,0,0,1244.444336,NA,NA,1,1,NA,1,NA,8,1,1,1,30.60129929,7.969480038,1638.00708,0.25,5,6,120,1,1,1,12.3259201,1.14498055,"Narok"
1051,41110,411899,2010,"Moist Transitional",-1.024209976,35.18574905,0.9686627984,2091.081543,2158.730225,0,0,1,47700,427700,1,0,30,5,11,6,2.900000095,0,1,1.417500019,3060,0,0,0,2158.730225,1,1,1,0,0,1,1,11,1,1,NA,30.11940002,10.75360012,1561.045898,0.2,10,10,180,1,1,1,12.96617699,1.246965528,"Narok"
1052,41110,NA,2013,"Moist Transitional",-1.024209976,35.18574905,1.025913715,569.9520264,555.555542,0,0,1,65800,81100,1,0,33,8,11,5,2.400000095,2,2,3.24000001,1800,0,0,0,555.555542,NA,NA,1,1,NA,1,NA,11,1,1,1,30.60129929,7.969480038,1638.00708,0.2,10,10,180,1,1,1,11.30343819,1.14498055,"Narok"
1053,41111,411900,2010,"Moist Transitional",-1.02602005,35.18075943,0.2767607868,738.0288086,2666.666748,0,0,1,1000,85000,1,0,34,4,0,2,1.5,0,1,0.4050000012,1080,0,0,0,2666.666748,1,1,0,0,0,1,1,11,1,1,NA,30.11940002,10.75360012,1561.045898,0.5,7,20,400,1,0,1,11.35040665,1.246965528,"Narok"
1054,41111,NA,2013,"Moist Transitional",-1.02602005,35.18075943,0.3847176433,227.9808197,592.5925903,0,0,1,3920,146920,1,0,36,7,3,4,2.099999905,0,1,1.215000033,720,0,0,0,592.5925903,NA,NA,0,1,NA,1,NA,11,1,1,0,30.60129929,7.969480038,1638.00708,0.5,7,20,400,1,1,1,11.89764309,1.14498055,"Narok"
1055,41112,411925,2010,"Moist Transitional",-1.032449961,35.18450165,1.282392144,1709.856079,1333.333252,0,0,1,39900,111900,1,0,56,32,3,6,3.299999952,9,3,4.050000191,5400,0,0,0,1333.333252,0,0,0,0,0,1,1,1,1,1,NA,30.11940002,10.75360012,1561.045898,0.5,7,5,60,1,1,1,11.62536049,1.246965528,"Narok"
1056,41112,NA,2013,"Moist Transitional",-1.032449961,35.18450165,0.5129568577,0,0,0,0,1,40250,40250,0,2,51,35,0,5,2.799999952,13,4,1.620000005,0,0,0,0,0,NA,NA,0,1,NA,1,NA,1,1,1,0,30.60129929,7.969480038,1638.00708,0.5,7,5,60,1,0,1,10.60286522,1.14498055,"Narok"
1057,41113,411896,2010,"Moist Transitional",-1.028460026,35.16926956,1.522184372,307.5119934,202.0202026,0,0,1,0,12000,1,0,80,48,0,2,1.5,0,1,2.227499962,450,0,0,0,202.0202026,0,0,0,0,0,1,1,1,1,2,NA,30.11940002,10.75360012,1561.045898,0.5,15,20,360,0,0,1,9.392662048,1.246965528,"Narok"
1058,41113,NA,2013,"Moist Transitional",-1.028460026,35.16926956,0.2564784288,0,0,0,0,1,44080,153280,1,0,27,6,14,5,2.400000095,3,2,0.8100000024,0,0,0,0,0,NA,NA,1,1,NA,1,NA,1,1,2,1,30.60129929,7.969480038,1638.00708,0.5,15,20,360,0,1,1,11.94002151,1.14498055,"Narok"
1059,41114,411892,2010,"Moist Transitional",-1.032629967,35.17300034,0.2564784288,569.9520264,2222.222168,0,0,1,10000,47000,1,0,29,6,8,4,2.099999905,0,1,0.8100000024,1800,0,0,0,2222.222168,0,0,0,0,0,1,1,10,1,2,NA,30.11940002,10.75360012,1561.045898,1,20,15,180,1,1,1,10.7579031,1.246965528,"Narok"
1060,41114,NA,2013,"Moist Transitional",-1.032629967,35.17300034,0.5770764351,0,0,0,0,1,13575,36575,1,0,49,33,6,6,3.299999952,10,4,1.82249999,0,0,0,0,0,NA,NA,0,1,NA,1,NA,10,1,2,0,30.60129929,7.969480038,1638.00708,1,20,15,180,1,1,1,10.50712013,1.14498055,"Narok"
1061,41115,411898,2010,"Moist Transitional",-1.01809001,35.19301987,0.6919020414,1845.071899,2666.66626,0,0,0,18400,32000,1,0,90,72,0,4,2.299999952,1,2,1.012500048,2700,0,0,0,2666.666504,0,0,0,0,0,1,1,1,1,2,NA,30.11940002,10.75360012,1561.045898,0.5,7,10,150,0,0,1,10.37349129,1.246965528,"Narok"
1062,41115,NA,2013,"Moist Transitional",-1.01809001,35.19301987,0.2564784288,113.9904099,444.4444275,0,0,1,10850,68850,1,0,35,16,4,5,2.400000095,1,2,0.8100000024,360,0,0,0,444.444458,NA,NA,0,1,NA,1,NA,1,1,2,0,30.60129929,7.969480038,1638.00708,0.5,7,10,150,0,1,1,11.13968563,1.14498055,"Narok"
1063,41201,412746,2010,"Moist Transitional",-0.2353699952,35.32875824,1.090437531,1660.564697,1522.842529,51.2519989,47.00131607,1,22950,166950,1,0,32,7,8,4,2.099999905,0,1,1.595700026,2430,1,75,47.00131607,1522.842651,0,1,0,0,0,1,1,11,1,1,NA,30.86654091,11.14360046,2885.084473,1,20,1,20,1,1,1,12.02544975,1.18755424,"Kisumu"
1064,41201,NA,2013,"Moist Transitional",-0.2353699952,35.32875824,0.2564784288,683.9424438,2666.666504,31.66400146,123.4567795,1,140850,232850,1,0,34,10,8,5,2.400000095,0,1,0.8100000024,2160,1,100,123.4567871,2666.666748,NA,NA,0,1,NA,1,NA,11,1,1,0,31.87145042,8.894280434,2805.500488,1,20,1,20,1,1,1,12.35814953,1.097749591,"Kisumu"
1065,41202,412747,2010,"Moist Transitional",-0.2269800007,35.36156082,0.8302823901,1230.047974,1481.481445,10.25039959,12.34567833,1,10200,14400,1,0,47,17,8,10,4.699999809,3,2,1.215000033,1800,1,15,12.34567833,1481.481445,0,1,1,0,0,1,1,11,1,1,NA,30.86654091,11.14360046,2885.084473,0.4,10,4,90,1,1,1,9.574983597,1.18755424,"Kericho"
1066,41202,NA,2013,"Moist Transitional",-0.2269800007,35.36156082,0.1442691088,341.9712219,2370.370361,18.99840164,131.6872406,1,434320,453100,1,0,50,20,8,9,4.800000191,8,3,0.4556249976,1080,1,60,131.6872406,2370.370361,NA,NA,1,1,NA,1,NA,11,1,1,1,31.87145042,8.894280434,2805.500488,0.4,10,4,90,1,1,1,13.02386856,1.097749591,"Kericho"
1067,41203,412748,2010,"Moist Transitional",-0.2327399999,35.35564041,1.650423527,1315.540771,797.0928345,42.08399963,25.498909,1,50000,165000,1,0,36,8,3,6,2.900000095,0,1,2.632499933,2070,1,75,28.49002838,786.3248291,0,1,1,0,0,1,1,11,1,1,NA,30.86654091,11.14360046,2885.084473,1,30,2,60,1,1,1,12.01370049,1.18755424,"Kericho"
1068,41203,NA,2013,"Moist Transitional",-0.2327399999,35.35564041,0.1282392144,341.9712219,2666.666504,21.7753334,169.8024597,1,442308,458808,1,0,38,11,3,5,2.400000095,1,2,0.4050000012,1080,1,68.76999664,169.8024597,2666.666748,NA,NA,1,1,NA,1,NA,11,1,1,0,31.87145042,8.894280434,2805.500488,1,30,2,60,1,1,1,13.03638744,1.097749591,"Kericho"
1069,41205,412750,2010,"Moist Transitional",-0.2206500024,35.36428833,0.8302823901,3690.143799,4444.444336,170.8399963,205.761322,1,42000,90000,1,0,42,12,2,8,3.5,0,1,1.215000033,5400,1,250,205.7613068,4444.444336,0,1,0,0,0,1,1,11,1,1,NA,30.86654091,11.14360046,2885.084473,1,5,4,60,1,1,1,11.40756512,1.18755424,"Kericho"
1070,41205,NA,2013,"Moist Transitional",-0.2206500024,35.36428833,0.6411960721,1709.856079,2666.666504,158.3231812,246.9185181,1,184200,476200,1,0,45,15,5,8,3.900000095,0,1,2.025000095,5400,1,500.0100098,246.9185181,2666.666504,NA,NA,1,1,NA,1,NA,11,1,1,1,31.87145042,8.894280434,2805.500488,1,5,4,60,1,1,1,13.07359314,1.097749591,"Kericho"
1071,41206,412751,2010,"Moist Transitional",-0.2192199975,35.36682129,1.107043147,3075.119873,2777.777832,136.6719971,123.4567947,1,24000,24000,1,0,32,8,5,6,2.700000048,0,1,1.620000005,4500,1,200,123.4567871,2777.777832,1,1,1,0,0,1,1,8,1,1,NA,30.86654091,11.14360046,2885.084473,1,20,6,120,1,1,1,10.08580875,1.18755424,"Kericho"
1072,41206,NA,2013,"Moist Transitional",-0.2192199975,35.36682129,0.2180066556,712.4400635,3267.973877,63.32800293,290.4865723,1,78280,81880,1,0,35,8,8,6,2.900000095,2,2,0.6884999871,2250,1,200,290.4865723,3267.973877,NA,NA,1,1,NA,1,NA,8,1,1,1,31.87145042,8.894280434,2805.500488,1,20,6,120,1,1,1,11.31301022,1.097749591,"Kericho"
1073,41207,412752,2010,"Moist Transitional",-0.2216899991,35.36373901,1.148557305,215.2583923,187.4163208,0,0,1,101850,106050,1,0,66,47,8,5,2.799999952,9,3,1.680750012,315,0,0,0,187.4163361,0,1,0,0,0,1,1,11,1,1,NA,30.86654091,11.14360046,2885.084473,0.5,10,3,60,1,1,1,11.57166576,1.18755424,"Kericho"
1074,41207,NA,2013,"Moist Transitional",-0.2216899991,35.36373901,0.1282392144,113.9904099,888.888855,0,0,1,6250,36250,1,0,66,47,7,2,1.5,4,2,0.4050000012,360,0,0,0,888.888916,NA,NA,0,1,NA,1,NA,11,1,1,0,31.87145042,8.894280434,2805.500488,0.5,10,3,60,1,1,1,10.49819469,1.097749591,"Kericho"
1075,41208,412753,2010,"Moist Transitional",-0.2266499996,35.35593033,1.107043147,2152.583984,1944.44458,68.33599854,61.72839737,1,27500,27500,1,0,62,24,0,7,4,5,3,1.620000005,3150,1,100,61.72839355,1944.444458,0,0,0,0,0,1,1,11,1,1,NA,30.86654091,11.14360046,2885.084473,0.1,5,3,60,1,0,1,10.22194099,1.18755424,"Kericho"
1076,41208,NA,2013,"Moist Transitional",-0.2266499996,35.35593033,0.3077740967,940.4208374,3055.55542,49.39584351,160.4938354,1,205624,208624,1,0,65,27,8,7,3.799999952,9,3,0.9720000029,2970,1,156,160.4938202,3055.555664,NA,NA,1,1,NA,1,NA,11,1,1,1,31.87145042,8.894280434,2805.500488,0.1,5,3,60,1,1,1,12.24828911,1.097749591,"Kericho"
1077,41209,412754,2010,"Moist Transitional",-0.2181400061,35.37265015,0.15636985,61.50239944,393.3136597,0,0,1,150,27750,1,0,79,17,0,5,2.200000048,15,4,0.2288250029,90,0,0,0,393.3136597,0,0,0,0,0,1,1,11,1,1,NA,30.86654091,11.14360046,2885.084473,1,20,4,80,1,0,1,10.23099136,1.18755424,"Kericho"
1078,41209,NA,2013,"Moist Transitional",-0.2181400061,35.37265015,0.1269568205,170.985611,1346.80127,0,0,1,1250,5250,1,0,82,20,0,5,2.599999905,20,4,0.4009500146,540,0,0,0,1346.80127,NA,NA,0,1,NA,1,NA,11,1,1,0,31.87145042,8.894280434,2805.500488,1,20,4,80,1,0,1,8.565983772,1.097749591,"Kericho"
1079,41211,412781,2010,"Moist Transitional",-0.2203499973,35.35702896,0.6919020414,1230.047974,1777.777588,1.366719961,1.975308418,1,12700,16700,1,0,29,14,6,3,1.799999952,3,2,1.012500048,1800,1,2,1.975308537,1777.77771,0,1,1,0,0,1,1,1,1,2,NA,30.86654091,11.14360046,2885.084473,0.5,10,0.5,10,0,1,1,9.723163605,1.18755424,"Kericho"
1080,41211,NA,2013,"Moist Transitional",-0.2203499973,35.35702896,0.06411960721,85.49280548,1333.333252,15.83200073,246.913559,1,12000,159000,1,0,81,24,0,5,2.799999952,12,4,0.2025000006,270,1,50,246.9135742,1333.333374,NA,NA,1,1,NA,1,NA,1,1,2,1,31.87145042,8.894280434,2805.500488,0.5,10,0.5,10,0,0,1,11.97665977,1.097749591,"Kericho"
1081,41215,412749,2010,"Moist Transitional",-0.2396000028,35.35997009,1.300775647,2460.095947,1891.253052,102.5039978,78.80220795,1,49000,121000,1,0,37,10,3,9,3.599999905,0,1,1.903499961,3600,1,150,78.80220795,1891.253052,1,1,0,0,0,1,1,1,1,2,NA,30.86654091,11.14360046,2885.084473,1,30,3,90,0,1,1,11.70354557,1.18755424,"Kericho"
1082,41215,NA,2013,"Moist Transitional",-0.2396000028,35.35997009,0.1923588216,883.4256592,4592.592285,37.99680328,197.5308533,1,257220,262020,1,0,55,15,12,6,3.299999952,7,3,0.6075000167,2790,1,120,197.5308533,4592.592285,NA,NA,0,1,NA,1,NA,1,1,2,0,31.87145042,8.894280434,2805.500488,1,30,3,90,0,1,1,12.47617626,1.097749591,"Kericho"
1083,41301,413854,2010,"Moist Transitional",-0.9046000242,35.09774017,0.5535215735,369.0144043,666.666687,0,0,1,300,36300,1,2,51,20,3,3,1.799999952,18,4,0.8100000024,540,0,0,0,666.666687,0,0,1,0,0,1,1,11,1,1,NA,29.43246078,10.9144001,1903.074463,1,10,3,60,1,1,1,10.49957275,1.255784273,"Bomet"
1084,41301,NA,2013,"Moist Transitional",-0.9046000242,35.09774017,0.1282392144,0,0,0,0,1,18900,268900,1,0,54,23,0,5,2.799999952,1,2,0.4050000012,0,0,0,0,0,NA,NA,1,1,NA,1,NA,11,1,1,1,29.73660088,8.258999825,1988.389893,1,10,3,60,1,0,1,12.50209522,1.17561388,"Bomet"
1085,41302,413855,2010,"Moist Transitional",-0.8909800053,35.10108185,0.8302823901,1845.071899,2222.222168,0,0,1,20500,50500,1,0,62,30,10,4,2.5,0,1,1.215000033,2700,0,0,0,2222.222168,0,1,0,0,0,1,1,11,1,1,NA,29.43246078,10.9144001,1903.074463,4,10,4,80,1,1,1,10.82972908,1.255784273,"Bomet"
1086,41302,NA,2013,"Moist Transitional",-0.8909800053,35.10108185,1.107043147,0,0,0,0,1,344350,344350,1,0,65,33,10,4,2.5,3,3,1.620000005,0,0,0,0,0,NA,NA,0,1,NA,1,NA,11,1,1,0,29.73660088,8.258999825,1988.389893,4,10,4,80,1,1,1,12.74941349,1.17561388,"Bomet"
1087,41303,413856,2010,"Moist Transitional",-0.907490015,35.09941864,0.1282392144,313.4736328,2444.444336,3.166400194,24.69135666,1,3000,103000,1,0,58,28,1,7,3.599999905,11,3,0.4050000012,990,1,10,24.69135857,2444.444336,1,1,0,0,0,1,1,11,1,1,NA,29.43246078,10.9144001,1903.074463,7,20,3,60,1,1,1,11.54248428,1.255784273,"Bomet"
1088,41303,NA,2013,"Moist Transitional",-0.907490015,35.09941864,0.340880394,113.9904099,334.4000244,84.16799927,246.9135895,1,24770,37770,1,0,61,31,4,6,3.299999952,11,4,0.6075000167,360,1,150,246.9135742,592.5925903,NA,NA,1,1,NA,1,NA,11,1,1,0,29.73660088,8.258999825,1988.389893,7,20,3,60,1,1,1,10.5392704,1.17561388,"Bomet"
1089,41305,413858,2010,"Moist Transitional",-0.9082599878,35.10087967,0.1798945069,184.5072021,1025.641113,0,0,1,2400,29400,1,0,26,5,10,5,2.400000095,8,3,0.2632499933,270,0,0,0,1025.640991,1,1,0,0,0,1,1,11,1,1,NA,29.43246078,10.9144001,1903.074463,1.3,30,3,90,1,1,1,10.28874969,1.255784273,"Bomet"
1090,41305,NA,2013,"Moist Transitional",-0.9082599878,35.10087967,0.1927184314,0,0,30.75119972,159.5654297,1,104450,105950,1,0,29,7,13,5,2.400000095,12,3,0.3037499785,0,1,45,148.1481628,0,NA,NA,1,1,NA,1,NA,11,1,1,0,29.73660088,8.258999825,1988.389893,1.3,30,3,90,1,1,1,11.57072258,1.17561388,"Bomet"
