"X","hhid","hhid_2010","year","aez","lat","lon","maize_area_ha_sw","maize_pro_sw","maize_qua_sw_kh","fert_qua_sw","fert_qua_sw_kh","hybrid","farm_income","total_income","sex","mar_stat","age","fam_exp","educ_hoh","hh_size","ad_equ_oecd_mod","HFIAS","HFIA","maize_area_ha","maize_pro","fert_use","fert_qua","fert_qua_kh","maize_qua_kh","e5","e6","credit_acc_hh_sc","acc_ext","heard_new_var","acc_ext_past","heard_new_var_past","overall_match","identification","match_pr_anh","acc_cred","maximum_2m_air_temperature_year","minimum_2m_air_temperature_year","total_precipitation_year","dismarket_km","dismarket_min","ext_km","ext_min","keep_hh","school","mysample","total_income_log","Qair_f_inst_mean_year","Admin_1"
637,30608,106261,2010,"Dry Transitional",-1.876009941,37.45761108,0.4518646002,750.5153809,1660.92981,0,0,1,7500,43500,1,0,60,17,7,8,4.099999905,14,4,0.9112499952,1530,0,0,0,1679.012329,0,0,0,0,0,1,1,9,1,1,NA,29.6805706,11.06569958,691.522644,1,30,3,90,1,1,1,10.68051624,1.209339857,"Makueni"
638,30608,NA,2013,"Dry Transitional",-1.876009941,37.45761108,0.6225417256,830.055603,1333.333252,0,0,1,16000,16000,1,0,62,20,7,7,3.599999905,3,3,1.215000033,1620,0,0,0,1333.333252,NA,NA,1,1,NA,1,NA,9,1,1,1,30.60219955,10.35076046,672.7859497,1,30,3,90,1,1,1,9.680343628,1.166618824,"Makueni"
639,30612,106264,2010,"Dry Transitional",-1.860239983,37.45159149,0.1012500003,198.600296,1961.484375,0,0,0,0,72000,1,0,54,10,7,3,2,0,1,0.2025000006,405,0,0,0,2000,1,1,1,0,0,1,1,4,1,2,NA,29.6805706,11.06569958,691.522644,0.15,3,1,20,1,1,1,11.18442154,1.209339857,"Makueni"
640,30612,NA,2013,"Dry Transitional",-1.860239983,37.45159149,0.9237847924,182.2283936,197.2628174,31.95805931,34.59469986,1,30000,42000,1,0,58,37,12,4,2.5,0,1,1.82249999,360,1,63,34.56790161,197.5308685,NA,NA,1,1,NA,1,NA,4,1,2,1,30.60219955,10.35076046,672.7859497,0.15,3,1,20,1,1,1,10.64542484,1.166618824,"Makueni"
641,30701,107217,2010,"Dry Transitional",-1.778339982,37.36006165,4.050000191,2111.657471,521.3969116,305.1238098,75.33921051,1,75900,975900,1,0,56,23,12,6,3.299999952,0,1,8.100000381,4230,1,610,75.30863953,522.222168,1,1,0,1,0,1,1,4,1,1,NA,29.6805706,11.06569958,691.522644,3,60,3,60,1,1,1,13.79111576,1.209339857,"Makueni"
642,30701,NA,2013,"Dry Transitional",-1.778339982,37.36006165,0.4050000012,342.513916,845.7133789,0,0,1,328000,441400,1,0,68,40,7,7,3.599999905,0,1,0.8100000024,675,0,0,0,833.333313,NA,NA,0,1,NA,1,NA,4,1,1,0,30.60219955,10.35076046,672.7859497,3,60,3,60,1,1,1,12.99770641,1.166618824,"Makueni"
643,30703,107219,2010,"Dry Transitional",-1.788120031,37.36796951,0.1974861026,658.2869873,3333.333252,24.38100052,123.4567947,0,44600,56600,0,1,46,7,5,5,2.599999905,13,4,0.4050000012,1350,1,50,123.4567871,3333.333252,0,0,0,0,0,1,1,8,1,1,NA,29.6805706,11.06569958,691.522644,1.5,30,1.5,30,1,1,1,10.94376469,1.209339857,"Makueni"
644,30703,NA,2013,"Dry Transitional",-1.788120031,37.36796951,0.6075000167,470.8287048,775.0266724,225,370.3703613,1,72000,164000,0,1,49,10,8,6,3.299999952,16,4,1.215000033,945,1,450,370.3703613,777.777771,NA,NA,0,1,NA,1,NA,8,1,1,0,30.60219955,10.35076046,672.7859497,1.5,30,1.5,30,1,1,1,12.00762177,1.166618824,"Makueni"
645,30704,107220,2010,"Dry Transitional",-1.777320027,37.34996033,0.3949722052,0,0,5.851439953,14.81481457,0,7500,373500,1,0,60,40,2,11,5.599999905,9,3,0.8100000024,0,1,12,14.81481457,0,1,1,0,0,0,1,1,4,1,1,NA,29.6805706,11.06569958,691.522644,2,45,2,45,1,1,1,12.83067322,1.209339857,"Makueni"
646,30704,NA,2013,"Dry Transitional",-1.777320027,37.34996033,4.454999924,1389.428955,311.8807983,25,5.611672401,1,90000,660000,1,0,85,60,7,4,2.5,0,1,8.909999847,2790,1,50,5.611672401,313.1313171,NA,NA,0,1,NA,1,NA,4,1,1,0,30.60219955,10.35076046,672.7859497,2,45,2,45,1,1,1,13.39999485,1.166618824,"Makueni"
647,30705,107221,2010,"Dry Transitional",-1.768239975,37.36748886,0.8100000024,177.7716064,219.4711151,24.38100052,30.10000038,1,0,36000,1,0,58,17,7,8,4.300000191,12,4,1.620000005,360,1,50,30.86419678,222.222229,0,0,0,0,0,1,1,11,1,1,NA,29.6805706,11.06569958,691.522644,3,60,3,60,1,1,1,10.49127388,1.209339857,"Makueni"
648,30705,NA,2013,"Dry Transitional",-1.768239975,37.36748886,0.2025000006,0,0,0,0,0,5100,10260,1,0,60,20,7,3,2,15,4,0.4050000012,0,0,0,0,0,NA,NA,1,1,NA,1,NA,11,1,1,1,30.60219955,10.35076046,672.7859497,3,60,3,60,1,1,1,9.23600769,1.166618824,"Makueni"
649,30706,107218,2010,"Dry Transitional",-1.770220041,37.36196136,0.6075000167,106.2172775,174.8432465,6.512380123,10.71996689,0,19700,103700,1,0,47,25,7,8,4.099999905,15,4,1.215000033,216,1,13,10.69958782,177.777771,1,1,1,0,0,1,1,9,1,0,NA,29.6805706,11.06569958,691.522644,0.6,20,1.3,40,1,1,1,11.54925728,1.209339857,"Makueni"
650,30706,NA,2013,"Dry Transitional",-1.770220041,37.36196136,0.6075000167,500.5710144,823.9851685,150,246.9135742,1,8000,20000,1,0,39,8,11,5,2.400000095,5,4,1.215000033,990,1,300,246.9135742,814.8148193,NA,NA,1,1,NA,1,NA,9,1,0,1,30.60219955,10.35076046,672.7859497,0.6,20,1.3,40,1,1,1,9.903487206,1.166618824,"Makueni"
651,30707,107223,2010,"Dry Transitional",-1.740380049,37.34593964,1.215000033,397.200592,326.9140625,48.76200104,40.1333313,0,14000,50000,1,0,56,31,7,6,3.299999952,0,1,2.430000067,810,1,100,41.15226364,333.333313,0,1,0,0,0,1,1,11,1,1,NA,29.60885048,11.22334957,789.1278076,2,30,4,40,1,1,1,10.81977844,1.225958824,"Makueni"
652,30707,NA,2013,"Dry Transitional",-1.740380049,37.34593964,0.6075000167,342.4002075,563.6217041,0,0,0,40800,77800,1,0,59,34,7,6,3.099999905,16,4,1.215000033,690,0,0,0,567.9012451,NA,NA,0,1,NA,1,NA,11,1,1,0,30.96899986,10.29419994,894.9752197,2,30,4,40,1,1,1,11.26189709,1.164613724,"Makueni"
653,30708,107224,2010,"Dry Transitional",-1.747560024,37.34645081,2.835000038,3150,1111.111084,100,35.27336884,1,0,48000,1,0,45,14,12,6,2.700000048,0,1,5.670000076,6300,1,200,35.27336884,1111.111084,1,1,0,1,0,1,1,4,1,1,NA,29.60885048,11.22334957,789.1278076,0.16,5,1,25,1,1,1,10.77895641,1.225958824,"Makueni"
654,30708,NA,2013,"Dry Transitional",-1.747560024,37.34645081,5.670000076,9000,1587.301514,1600,282.1869507,1,928900,2128900,1,0,51,10,14,3,1.799999952,0,1,11.34000015,18000,1,3200,282.1869507,1587.301514,NA,NA,0,1,NA,1,NA,4,1,1,0,30.96899986,10.29419994,894.9752197,0.16,5,1,25,1,1,1,14.57111645,1.164613724,"Makueni"
655,30709,107226,2010,"Dry Transitional",-1.773059964,37.35778046,0.2025000006,21.9428997,108.3600006,0,0,0,0,160000,1,0,52,30,6,7,3.200000048,8,3,0.4050000012,45,0,0,0,111.1111145,1,1,1,0,0,1,1,9,1,0,NA,29.6805706,11.06569958,691.522644,5,90,5,90,1,1,1,11.98292923,1.209339857,"Makueni"
656,30709,NA,2013,"Dry Transitional",-1.773059964,37.35778046,2.025000095,493.8858032,243.8942108,200,98.76542664,1,161000,2006000,1,0,54,20,7,7,4,3,2,4.050000191,990,1,400,98.76542664,244.4444275,NA,NA,1,1,NA,1,NA,9,1,0,1,30.60219955,10.35076046,672.7859497,5,90,5,90,1,1,1,14.51165295,1.166618824,"Makueni"
657,30711,107227,2010,"Dry Transitional",-1.78828001,37.36803055,0.5430867672,219.4290009,404.0404053,31.69529915,58.36138916,1,44100,44100,1,0,57,25,7,7,3.799999952,16,4,1.113749981,450,1,65,58.36139297,404.0404053,0,1,1,0,1,1,0,11,1,1,NA,29.6805706,11.06569958,691.522644,1.5,30,1.5,30,1,1,1,10.69421482,1.209339857,"Makueni"
658,30711,NA,2013,"Dry Transitional",-1.78828001,37.36803055,0.8100000024,69.1713028,85.39666748,74.3809967,91.82839203,1,19225,749225,1,0,60,28,7,7,4,7,4,1.620000005,135,1,150,92.59259033,83.33333588,NA,NA,1,1,NA,1,NA,11,1,1,1,30.60219955,10.35076046,672.7859497,1.5,30,1.5,30,1,1,1,13.52679443,1.166618824,"Makueni"
659,30712,107228,2010,"Dry Transitional",-1.784160018,37.36483002,0.2518715262,0,0,0,0,0,0,30000,1,0,57,32,2,5,2.200000048,9,3,0.5062500238,0,0,0,0,0,0,1,0,1,0,1,1,11,1,1,NA,29.6805706,11.06569958,691.522644,1.5,30,3,60,1,1,1,10.30895233,1.209339857,"Makueni"
660,30712,NA,2013,"Dry Transitional",-1.784160018,37.36483002,0.6075000167,43.88579941,72.23999786,50,82.30452728,1,500,14420,1,0,60,35,2,6,2.900000095,14,4,1.215000033,90,1,100,82.30452728,74.07407379,NA,NA,0,1,NA,1,NA,11,1,1,0,30.60219955,10.35076046,672.7859497,1.5,30,3,60,1,1,1,9.576371193,1.166618824,"Makueni"
661,30801,108108,2010,"Dry Transitional",-1.625399947,37.46223068,0.4050000012,68.05709839,168.0422211,14.34663963,35.42380142,0,500,24500,1,0,79,37,5,4,2.299999952,12,3,0.8100000024,135,1,28,34.56790161,166.6666718,0,0,0,0,1,1,0,11,1,1,NA,29.60885048,11.22334957,789.1278076,0.5,10,5,120,1,1,1,10.10642815,1.225958824,"Makueni"
662,30801,NA,2013,"Dry Transitional",-1.625399947,37.46223068,0.3037500083,92.22840118,303.6325989,0,0,0,1800,34390,1,0,82,40,8,4,2.299999952,6,3,0.6075000167,180,0,0,0,296.2962952,NA,NA,0,0,NA,1,NA,11,1,1,0,30.96899986,10.29419994,894.9752197,0.5,10,5,120,1,1,1,10.44552135,1.164613724,"Makueni"
663,30802,108109,2010,"Dry Transitional",-1.626989961,37.45645905,0.2025000006,65.8286972,325.0799866,9.752399445,48.15999603,1,58980,122160,1,0,77,17,12,2,1.5,3,2,0.4050000012,135,1,20,49.38271713,333.3333435,1,1,0,0,0,1,1,11,1,1,NA,29.60885048,11.22334957,789.1278076,0.5,6,5,75,1,1,1,11.71308708,1.225958824,"Makueni"
664,30802,NA,2013,"Dry Transitional",-1.626989961,37.45645905,0.4050000012,290.8287048,718.0955811,7.950479984,19.63081551,1,6000,115980,1,2,80,13,12,6,2.900000095,7,3,0.8100000024,585,1,16,19.75308609,722.222229,NA,NA,0,1,NA,1,NA,11,1,1,0,30.96899986,10.29419994,894.9752197,0.5,6,5,75,1,1,1,11.66117287,1.164613724,"Makueni"
665,30803,108110,2010,"Dry Transitional",-1.62409997,37.45391083,0.2025000006,36,177.777771,0,0,0,500,25500,1,0,67,41,13,6,2.700000048,13,4,0.4050000012,72,0,0,0,177.777771,0,0,1,0,1,1,0,4,1,1,NA,29.60885048,11.22334957,789.1278076,1,10,9,150,1,1,1,10.14643383,1.225958824,"Makueni"
666,30803,NA,2013,"Dry Transitional",-1.62409997,37.45391083,0.8175208569,136.8569946,167.404892,34.47043991,42.16460037,1,6000,91000,1,0,50,30,11,2,1.5,0,1,1.620000005,270,1,68,41.97530746,166.6666718,NA,NA,1,1,NA,1,NA,4,1,1,1,30.96899986,10.29419994,894.9752197,1,10,9,150,1,1,1,11.41861439,1.164613724,"Makueni"
667,30804,108111,2010,"Dry Transitional",-1.626970053,37.45373917,0.2962291539,87.77159882,296.2962952,4.876199722,16.46090508,0,14700,74700,0,2,82,7,0,3,1.799999952,4,3,0.6075000167,180,1,10,16.46090508,296.2962952,0,1,0,0,1,1,0,8,1,1,NA,29.60885048,11.22334957,789.1278076,0.8,5,4,60,1,0,1,11.22123528,1.225958824,"Makueni"
668,30804,NA,2013,"Dry Transitional",-1.626970053,37.45373917,0.141749993,22.4305191,158.2400055,20.39616013,143.8882599,1,3500,35300,0,2,85,10,0,4,2.5,0,1,0.2834999859,46,1,40,141.0934753,162.2575073,NA,NA,1,1,NA,1,NA,8,1,1,1,30.96899986,10.29419994,894.9752197,0.8,5,4,60,1,0,1,10.47163868,1.164613724,"Makueni"
669,30806,108113,2010,"Dry Transitional",-1.626929998,37.44573975,0.6075000167,133.8858032,220.3881531,6.487619877,10.67920971,1,24000,74400,1,0,66,38,8,7,3.400000095,7,4,1.215000033,270,1,13,10.69958782,222.2222137,1,0,0,1,0,1,1,11,1,1,NA,29.60885048,11.22334957,789.1278076,0.25,15,4,180,1,1,1,11.21721077,1.225958824,"Makueni"
670,30806,NA,2013,"Dry Transitional",-1.626929998,37.44573975,0.09874305129,0,0,7.31430006,74.07407379,1,13050,19800,1,0,68,40,0,2,1.5,22,4,0.2025000006,0,1,15,74.07407379,0,NA,NA,0,0,NA,1,NA,11,1,1,0,30.96899986,10.29419994,894.9752197,0.25,15,4,180,1,0,1,9.893437386,1.164613724,"Makueni"
671,30807,108114,2010,"Dry Transitional",-1.626999974,37.44345093,0.4050000012,53.10863876,131.1324463,12.31429958,30.4056778,1,19900,67900,1,0,51,31,10,5,3,9,4,0.8100000024,108,1,25,30.86419678,133.3333282,0,0,0,1,0,1,1,8,1,1,NA,29.60885048,11.22334957,789.1278076,2,60,5,90,1,1,1,11.12579155,1.225958824,"Makueni"
672,30807,NA,2013,"Dry Transitional",-1.626999974,37.44345093,0.4050000012,294.9944458,728.3813477,5.363820076,13.24400043,1,10680,40480,1,0,53,34,10,4,2.299999952,6,3,0.8100000024,594,1,11,13.58024693,733.333313,NA,NA,0,0,NA,1,NA,8,1,1,0,30.96899986,10.29419994,894.9752197,2,60,5,90,1,1,1,10.60856342,1.164613724,"Makueni"
673,30808,108115,2010,"Dry Transitional",-1.617470026,37.47542953,0.5062500238,357.7716064,706.7092896,50,98.76542664,1,49160,61160,0,2,56,35,4,7,3.400000095,10,3,1.012500048,720,1,100,98.76542664,711.111084,0,1,0,0,0,1,1,11,1,1,NA,29.60885048,11.22334957,789.1278076,1,10,6,90,1,1,1,11.02124882,1.225958824,"Makueni"
674,30808,NA,2013,"Dry Transitional",-1.617470026,37.47542953,1.002472162,16.46286011,16.42226219,0,0,0,0,32000,0,2,59,38,7,7,3.599999905,9,3,2.025000095,33,0,0,0,16.29629517,NA,NA,0,1,NA,1,NA,11,1,1,0,30.96899986,10.29419994,894.9752197,1,10,6,90,1,1,1,10.37349129,1.164613724,"Makueni"
675,30809,108112,2010,"Dry Transitional",-1.625329971,37.47668076,0.2498966604,87.77159882,351.2315674,0,0,1,3000,27000,1,0,90,45,3,3,1.600000024,3,2,0.5022000074,180,0,0,0,358.4229431,0,0,1,0,0,1,1,9,1,0,NA,29.60885048,11.22334957,789.1278076,0.5,10,7,120,1,1,1,10.2035923,1.225958824,"Makueni"
676,30809,NA,2013,"Dry Transitional",-1.625329971,37.47668076,0.8100000024,244.7144928,302.1166687,17.70288086,21.85540771,1,46001,108401,1,0,42,8,12,6,2.900000095,11,4,1.620000005,495,1,36,22.22222137,305.555542,NA,NA,1,1,NA,1,NA,9,1,0,1,30.96899986,10.29419994,894.9752197,0.5,10,7,120,1,1,1,11.59359264,1.164613724,"Makueni"
677,30810,108117,2010,"Dry Transitional",-1.625360012,37.47669983,0.1012500003,90.8458786,897.2432251,0,0,1,0,12500,0,2,85,69,0,3,1.600000024,16,4,0.2025000006,186,0,0,0,918.5184937,0,0,0,0,0,1,1,4,1,1,NA,29.60885048,11.22334957,789.1278076,1,10,10,60,1,0,1,9.433484077,1.225958824,"Makueni"
678,30810,NA,2013,"Dry Transitional",-1.625360012,37.47669983,0.1012500003,136.1141968,1344.337769,0,0,0,600,23700,1,0,30,4,7,3,1.799999952,1,2,0.2025000006,270,0,0,0,1333.333374,NA,NA,1,1,NA,1,NA,4,1,1,1,30.96899986,10.29419994,894.9752197,1,10,10,60,1,1,1,10.07323074,1.164613724,"Makueni"
679,30811,108118,2010,"Dry Transitional",-1.626610041,37.48374176,0.3037500083,193.9888763,638.6464844,2.925719976,9.631999969,1,0,10000,1,0,48,28,7,5,2.799999952,13,4,0.6075000167,396,1,6,9.876543045,651.8518066,0,0,0,0,0,1,1,4,1,1,NA,29.60885048,11.22334957,789.1278076,0.25,7,1.5,120,1,1,1,9.2103405,1.225958824,"Makueni"
680,30811,NA,2013,"Dry Transitional",-1.626610041,37.48374176,0.4050000012,401.6574097,991.7467041,0,0,0,11500,118500,1,0,54,6,8,6,2.900000095,14,4,0.8100000024,810,0,0,0,1000,NA,NA,0,0,NA,1,NA,4,1,1,0,30.96899986,10.29419994,894.9752197,0.25,7,1.5,120,1,1,1,11.68266869,1.164613724,"Makueni"
681,30812,108119,2010,"Dry Transitional",-1.626610041,37.48374176,0.9480867386,491.9666443,518.9046631,36.57149887,38.57400131,1,10500,40500,1,0,56,32,10,7,3.799999952,5,3,1.923749924,1008,1,75,38.98635483,523.9766235,1,1,1,0,1,1,0,11,1,1,NA,29.60885048,11.22334957,789.1278076,2,20,6,60,1,1,1,10.60905743,1.225958824,"Makueni"
682,30812,NA,2013,"Dry Transitional",-1.626610041,37.48374176,0.4050000012,900,2222.222168,150,370.3703613,1,171500,411500,1,0,59,34,13,9,4,2,2,0.8100000024,1800,1,300,370.3703613,2222.222168,NA,NA,1,1,NA,1,NA,11,1,1,1,30.96899986,10.29419994,894.9752197,2,20,6,60,1,1,1,12.92756462,1.164613724,"Makueni"
683,30901,10905,2010,"Dry Transitional",-1.685269952,37.43498993,1.012500048,923.8302002,912.4248657,150,148.1481476,1,0,360000,0,0,51,23,10,8,3.700000048,4,2,2.025000095,1890,1,300,148.1481476,933.333313,1,1,1,0,0,1,1,5,0,2,NA,29.60885048,11.22334957,789.1278076,5,60,5,60,1,1,1,12.79385948,1.225958824,"Makueni"
684,30901,NA,2013,"Dry Transitional",-1.685269952,37.43498993,2.01497221,878.2283936,435.8513794,155.4762573,77.16049957,1,24300,384300,1,0,60,28,9,8,4.099999905,8,4,4.050000191,1801,1,312.5,77.16049194,444.6913452,NA,NA,1,1,NA,1,NA,5,0,2,1,30.96899986,10.29419994,894.9752197,5,60,5,60,1,1,1,12.85917854,1.164613724,"Makueni"
685,30902,109145,2010,"Dry Transitional",-1.684870005,37.45013046,0.2025000006,531.0864258,2622.648926,7.779627323,38.41791153,1,22000,78000,1,0,48,27,2,8,3.900000095,6,3,0.4050000012,1080,1,15.58912277,38.49166107,2666.666748,1,1,0,0,0,1,1,9,1,1,NA,29.60885048,11.22334957,789.1278076,5,60,5,60,1,1,1,11.26446438,1.225958824,"Makueni"
686,30902,NA,2013,"Dry Transitional",-1.684870005,37.45013046,0.1012500003,43.88579941,433.4400024,25,246.9135742,1,0,57840,1,0,51,30,5,12,5.699999809,15,4,0.2025000006,90,1,50,246.9135742,444.444458,NA,NA,0,1,NA,1,NA,9,1,1,0,30.96899986,10.29419994,894.9752197,5,60,5,60,1,1,1,10.96543598,1.164613724,"Makueni"
687,30903,109146,2010,"Dry Transitional",-1.690179944,37.42827988,0.8100000024,1408.802368,1739.262207,100,123.4567871,1,7000,42000,1,0,78,53,14,3,2,14,4,1.620000005,2880,1,200,123.4567871,1777.777832,1,1,0,0,0,1,1,4,0,2,NA,29.60885048,11.22334957,789.1278076,0.25,10,9,60,1,1,1,10.64542484,1.225958824,"Makueni"
688,30903,NA,2013,"Dry Transitional",-1.690179944,37.42827988,0.8100000024,583.8858032,720.8466797,130,160.4938202,1,4000,124000,1,0,38,10,10,9,4.199999809,7,3,1.620000005,1170,1,260,160.4938202,722.222229,NA,NA,1,1,NA,1,NA,4,0,2,1,30.96899986,10.29419994,894.9752197,0.25,10,9,60,1,1,1,11.72803688,1.164613724,"Makueni"
689,30904,109147,2010,"Dry Transitional",-1.686079979,37.44477081,0.1165628508,118.9373398,1020.370911,6.413340092,55.02044678,1,0,24000,0,1,52,30,3,3,2,14,4,0.2328750193,243,1,13,55.82393646,1043.478149,0,0,0,0,0,0,1,9,1,1,NA,29.60885048,11.22334957,789.1278076,0.5,5,5,70,1,1,1,10.08580875,1.225958824,"Makueni"
690,30904,NA,2013,"Dry Transitional",-1.686079979,37.44477081,0.2025000006,627.7716064,3100.106689,50,246.9135742,1,4200,262200,1,0,40,15,15,4,2.5,8,3,0.4050000012,1260,1,100,246.9135742,3111.111084,NA,NA,0,0,NA,0,NA,9,1,1,0,30.96899986,10.29419994,894.9752197,0.5,5,5,70,1,1,1,12.47686291,1.164613724,"Makueni"
691,30905,109148,2010,"Dry Transitional",-1.687150002,37.42510986,0.3017250001,364.4567871,1207.910522,43,142.5138855,1,0,164000,1,0,54,34,15,6,2.900000095,0,1,0.6034500003,720,1,86,142.5138855,1193.139404,1,1,0,0,0,1,1,9,1,1,NA,29.60885048,11.22334957,789.1278076,0.5,10,5,60,1,1,1,12.00762177,1.225958824,"Makueni"
692,30905,NA,2013,"Dry Transitional",-1.687150002,37.42510986,0.7087500095,496.1141968,699.9847412,100,141.0934753,1,14000,266000,1,0,56,25,16,6,3.099999905,2,2,1.417500019,990,1,200,141.0934753,698.4126587,NA,NA,0,1,NA,1,NA,9,1,1,0,30.96899986,10.29419994,894.9752197,0.5,10,5,60,1,1,1,12.49125195,1.164613724,"Makueni"
693,30907,109150,2010,"Dry Transitional",-1.680760026,37.4510994,1.625013947,662.7437744,407.8388367,18,11.076828,1,20500,80500,1,2,84,58,6,7,3.599999905,0,1,3.24000001,1350,1,36,11.11111069,416.6666565,1,1,1,0,0,1,1,9,1,1,NA,29.60885048,11.22334957,789.1278076,1,15,8,180,1,1,1,11.29601288,1.225958824,"Makueni"
694,30907,NA,2013,"Dry Transitional",-1.680760026,37.4510994,0.1518750042,134.7850952,887.473877,35,230.4526672,1,0,2264760,1,2,87,61,9,4,2.099999905,2,2,0.3037500083,269.671051,1,70,230.4526672,887.8059082,NA,NA,1,1,NA,1,NA,9,1,1,1,30.96899986,10.29419994,894.9752197,1,15,8,180,1,1,1,14.63297939,1.164613724,"Makueni"
695,30908,109151,2010,"Dry Transitional",-1.686509967,37.44932175,0.8568646312,360,420.1363831,143.6381989,167.632309,1,110000,710000,1,0,52,28,14,4,2.299999952,0,1,1.721250057,720,1,290,168.4822083,418.3006287,1,NA,0,1,0,1,1,4,0,2,NA,29.60885048,11.22334957,789.1278076,0.2,5,4,60,1,1,1,13.47302055,1.225958824,"Makueni"
696,30908,NA,2013,"Dry Transitional",-1.686509967,37.44932175,1.091187477,3402.85498,3118.488037,118.0191956,108.156662,1,121400,1043000,1,0,62,37,11,11,5.199999809,0,1,2.2275002,6750,1,240,107.7440948,3030.302734,NA,NA,1,1,NA,1,NA,4,0,2,1,30.96899986,10.29419994,894.9752197,0.2,5,4,60,1,1,1,13.85761166,1.164613724,"Makueni"
697,30910,109153,2010,"Dry Transitional",-1.688300014,37.43545151,1.007486105,572.7437744,568.4880371,50,49.62847519,1,18000,58000,0,0,56,36,16,7,3.799999952,14,4,2.025000095,1170,1,100,49.38271332,577.777771,1,1,1,0,0,1,1,9,1,1,NA,29.60885048,11.22334957,789.1278076,0.13,5,8,45,1,1,1,10.96819782,1.225958824,"Makueni"
698,30910,NA,2013,"Dry Transitional",-1.688300014,37.43545151,2.430000067,768.3425903,316.1903687,252.6856995,103.985878,1,21600,33600,1,0,58,25,12,5,2.799999952,3,2,4.860000134,1530,1,505,103.909462,314.8148193,NA,NA,1,1,NA,1,NA,9,1,1,1,30.96899986,10.29419994,894.9752197,0.13,5,8,45,1,1,1,10.42228127,1.164613724,"Makueni"
699,30911,109149,2010,"Dry Transitional",-1.687209964,37.45040894,0.4050000012,309.4289856,764.0221558,27.36381912,67.56498718,1,1200,85200,1,0,44,19,4,7,3.200000048,4,3,0.8100000024,630,1,55,67.90123749,777.777771,0,0,0,0,0,1,1,9,1,0,NA,29.60885048,11.22334957,789.1278076,5,40,5,40,1,1,1,11.3527565,1.225958824,"Makueni"
700,30911,NA,2013,"Dry Transitional",-1.687209964,37.45040894,0.4050000012,1108.286987,2736.510986,24.87619972,61.42271423,1,28000,28000,1,0,47,22,7,7,3.400000095,4,2,0.8100000024,2250,1,50,61.72839355,2777.777832,NA,NA,0,1,NA,1,NA,9,1,0,0,30.96899986,10.29419994,894.9752197,5,40,5,40,1,1,1,10.23995972,1.164613724,"Makueni"
701,30912,109156,2010,"Dry Transitional",-1.700649977,37.4265213,0.3037500083,53.55432129,176.3105164,0,0,0,1360,31360,1,0,51,29,11,7,3.599999905,3,2,0.6075000167,108,0,0,0,177.777771,0,1,0,0,0,1,1,11,1,1,NA,29.60885048,11.22334957,789.1278076,0.5,10,12,120,1,1,1,10.35328865,1.225958824,"Makueni"
702,30912,NA,2013,"Dry Transitional",-1.700649977,37.4265213,1.215000033,248.0570984,204.1622162,5.487619877,4.516559601,0,700,22200,1,0,53,38,10,8,4.300000191,15,4,2.430000067,495,1,11,4.526748657,203.7037048,NA,NA,0,1,NA,1,NA,11,1,1,0,30.96899986,10.29419994,894.9752197,0.5,10,12,120,1,1,1,10.00784779,1.164613724,"Makueni"
703,31101,11156,2010,"Dry Transitional",-1.557289958,37.13648987,0.5087569356,408.3425903,802.6280518,0,0,1,10000,28000,0,1,43,11,4,5,2.799999952,8,3,1.012500048,810,0,0,0,799.999939,1,1,1,0,0,1,1,11,1,1,NA,29.8899498,10.88479996,696.4645996,2,30,15,240,1,1,1,10.23995972,1.23123312,"Machakos"
704,31101,NA,2013,"Dry Transitional",-1.557289958,37.13648987,0.4050000012,90,222.222229,0,0,1,12100,266400,0,2,46,14,4,6,3.099999905,14,4,0.8100000024,180,0,0,0,222.222229,NA,NA,1,1,NA,1,NA,11,1,1,1,31.02083969,9.60243988,826.3139648,2,30,15,240,1,1,1,12.49275398,1.149688959,"Machakos"
705,31102,11157,2010,"Dry Transitional",-1.516389966,37.10445023,0.8100000024,410.5710144,506.8778076,0,0,0,10000,94000,1,0,57,7,4,5,2.599999905,3,2,1.620000005,810,0,0,0,500,1,1,1,0,0,1,1,11,1,1,NA,29.8899498,10.88479996,696.4645996,2,30,2,20,1,1,1,11.4510498,1.23123312,"Machakos"
706,31102,NA,2013,"Dry Transitional",-1.516389966,37.10445023,0.4050000012,56.21525955,138.8031158,0,0,0,9000,189000,1,0,60,10,7,6,2.900000095,10,3,0.8100000024,113,0,0,0,139.5061798,NA,NA,1,1,NA,1,NA,11,1,1,1,31.02083969,9.60243988,826.3139648,2,30,2,20,1,1,1,12.14950275,1.149688959,"Machakos"
707,31103,11158,2010,"Dry Transitional",-1.56099999,37.13512039,0.6075000167,274.4567871,451.7807007,0,0,1,102000,114000,1,0,79,51,0,3,2,4,3,1.215000033,540,0,0,0,444.4444275,1,0,1,0,0,1,1,11,1,1,NA,29.8899498,10.88479996,696.4645996,3,30,13,210,1,0,1,11.64395332,1.23123312,"Machakos"
708,31103,NA,2013,"Dry Transitional",-1.56099999,37.13512039,0.6075000167,544.4567871,896.2251587,0,0,1,54200,156200,1,0,82,53,0,5,3,6,2,1.215000033,1080,0,0,0,888.888855,NA,NA,1,1,NA,1,NA,11,1,1,1,31.02083969,9.60243988,826.3139648,3,30,13,210,1,0,1,11.95889282,1.149688959,"Machakos"
