year,aez,hybrid,sex,mar_stat,age,fam_exp,educ_yrs,hh_size,maize_area_ha,fert_use,maize_qua_kh,credit_acc,acc_ext,acc_ext_past,max_2m_air_temp_yr,precipitation_yr,dis_market_min,ext_km,Admin_1
2013,Dry mid altitude,1,0,2,47,30,6,9,2.430000067,0,0,1,1,1,32.53567123,661.4845581,20,1.5,Makueni
2010,Dry mid altitude,0,1,0,56,29,10,6,2.430000067,0,466.6666565,0,1,1,32.53379822,451.2247314,150,10,Makueni
2013,Dry mid altitude,1,1,0,59,31,10,8,4.050000191,0,199.9999847,0,1,1,32.93175888,401.6273193,150,10,Makueni
2010,Dry mid altitude,0,1,0,35,6,7,5,0.405000001,0,1555.555542,0,0,1,29.6805706,691.522644,10,4,Makueni
2013,Dry mid altitude,0,1,0,37,8,9,5,1.215000033,0,353.9094543,0,1,1,30.60219955,672.7859497,10,4,Makueni
2010,Dry mid altitude,1,1,0,34,17,7,9,1.923750043,1,748.5380249,0,1,1,29.6805706,691.522644,15,4,Makueni
2013,Dry mid altitude,1,1,0,37,20,7,8,1.215000033,1,1185.185181,0,1,1,30.60219955,672.7859497,15,4,Makueni
2010,Dry mid altitude,0,1,2,50,28,7,6,0.346275032,1,883.6906128,1,0,1,29.6805706,691.522644,60,5,Makueni
2013,Dry mid altitude,0,0,2,53,32,7,7,0.810000002,0,133.3333282,1,1,1,30.60219955,672.7859497,60,5,Makueni
2010,Dry mid altitude,0,0,2,75,45,0,8,1.620000005,0,277.777771,1,0,1,29.6805706,691.522644,20,12,Makueni
2013,Dry mid altitude,1,1,0,63,23,10,9,4.050000191,0,511.111084,1,1,1,30.60219955,672.7859497,20,12,Makueni
2010,Dry mid altitude,0,0,2,63,31,4,2,0.405000001,0,2222.222168,0,0,1,29.6805706,691.522644,15,8,Makueni
2013,Dry mid altitude,1,0,2,66,34,7,6,2.025000095,1,377.777771,1,1,1,30.60219955,672.7859497,15,8,Makueni
2010,Dry mid altitude,0,1,0,65,46,8,5,2.025000095,0,488.888855,1,1,1,29.6805706,691.522644,10,2,Makueni
2013,Dry mid altitude,0,1,0,68,49,8,4,1.012500048,0,1066.666626,1,1,1,30.60219955,672.7859497,10,2,Makueni
2010,Dry mid altitude,0,0,1,38,38,8,5,0.810000002,0,1666.666626,0,0,1,29.6805706,691.522644,10,3,Makueni
2013,Dry mid altitude,1,1,0,68,10,6,6,2.227499962,1,1939.393921,0,1,1,30.60219955,672.7859497,10,3,Makueni
2010,Dry mid altitude,0,1,0,73,33,4,9,1.620000005,0,722.222229,0,0,1,29.6805706,691.522644,5,3,Makueni
2013,Dry mid altitude,1,1,0,49,12,8,5,4.050000191,0,764.444397,0,1,1,30.60219955,672.7859497,5,3,Makueni
2010,Dry mid altitude,0,1,0,81,58,3,5,1.620000005,0,253.0864258,1,0,1,29.6805706,691.522644,30,5,Makueni
2013,Dry mid altitude,0,1,0,57,36,9,6,2.430000067,0,333.333313,1,1,1,30.60219955,672.7859497,30,5,Makueni
2010,Dry mid altitude,0,1,0,39,9,8,4,1.518750072,0,1007.407349,1,1,1,29.6805706,691.522644,30,5,Makueni
2013,Dry mid altitude,1,1,0,42,11,8,4,1.093500018,1,411.5226135,1,1,1,30.60219955,672.7859497,30,5,Makueni
2010,Dry mid altitude,1,1,0,70,27,8,6,4.65749979,1,687.3569946,0,0,1,29.6805706,691.522644,30,4,Makueni
2013,Dry mid altitude,1,1,0,73,30,8,3,7.289999962,0,1345.679077,1,1,1,30.60219955,672.7859497,30,4,Makueni
2010,Dry Transitional,1,1,0,28,3,8,8,0.70875001,0,888.888855,0,0,1,32.20029831,866.6308594,3,4,Kitui
2013,Dry Transitional,1,1,0,30,5,8,4,0.810000002,0,166.6666718,1,0,1,32.2925415,796.7965088,3,4,Kitui
2010,Dry Transitional,1,1,0,39,18,8,6,1.215000033,0,666.666626,1,0,1,32.20029831,866.6308594,10,4,Kitui
2013,Dry Transitional,1,0,0,32,12,8,7,3.037500143,0,189.6296234,1,1,1,32.2925415,796.7965088,10,4,Kitui
2010,Dry Transitional,1,1,0,57,37,8,6,1.620000005,0,1166.666626,0,0,1,32.20029831,866.6308594,30,4,Kitui
2013,Dry Transitional,1,1,0,60,37,8,6,3.24000001,0,236.1111145,0,1,1,32.2925415,796.7965088,30,4,Kitui
2010,Dry Transitional,0,1,0,40,17,8,7,2.835000038,0,571.4285889,1,0,1,32.20029831,866.6308594,4,2.5,Kitui
2013,Dry Transitional,1,1,0,43,20,8,7,14.98499966,0,540.5405273,1,0,1,32.2925415,796.7965088,4,2.5,Kitui
2010,Dry Transitional,1,1,0,42,13,8,6,1.285874963,0,1189.851318,0,0,1,32.20029831,866.6308594,10,20,Kitui
2013,Dry Transitional,1,1,0,44,15,10,6,1.620000124,0,348.7654114,0,1,1,32.2925415,796.7965088,10,20,Kitui
2010,Dry Transitional,1,1,0,46,25,7,6,1.680750012,1,1070.950439,1,0,1,32.20029831,866.6308594,30,4,Kitui
2013,Dry Transitional,0,1,0,48,28,7,6,1.215000033,1,740.7407227,1,0,1,32.2925415,796.7965088,30,4,Kitui
2010,Dry Transitional,1,0,2,61,37,0,3,0.810000002,0,444.444458,0,0,1,32.20029831,866.6308594,30,6,Kitui
2013,Dry Transitional,0,0,2,64,40,0,4,0.810000002,0,61.72839355,0,0,1,32.2925415,796.7965088,30,6,Kitui
2010,Dry Transitional,1,1,0,52,17,7,5,1.620000005,0,555.555542,0,0,1,32.20029831,866.6308594,60,10,Kitui
2013,Dry Transitional,1,1,0,55,20,7,4,0.405000001,0,345.6790161,0,1,1,32.2925415,796.7965088,60,10,Kitui
2010,Dry Transitional,1,1,0,59,32,7,7,3.898124933,1,346.320343,1,0,1,32.20029831,866.6308594,5,6,Kitui
2013,Dry Transitional,1,0,0,54,33,7,10,3.644999981,0,389.5747681,1,1,1,32.2925415,796.7965088,5,6,Kitui
2010,Dry Transitional,0,1,0,45,25,7,9,1.82249999,0,592.5925903,1,0,1,32.20029831,866.6308594,3,3,Kitui
2013,Dry Transitional,1,1,0,48,27,9,5,1.215000033,0,1518.518433,1,0,1,32.2925415,796.7965088,3,3,Kitui
2010,Dry Transitional,0,1,0,68,46,2,7,2.227499962,0,125.7014618,0,0,1,32.20029831,866.6308594,10,1.5,Kitui
2013,Dry Transitional,1,1,0,71,25,7,7,1.620000005,0,0,0,0,1,32.2925415,796.7965088,10,1.5,Kitui
2010,Dry Transitional,1,1,0,49,18,7,7,1.923750043,1,327.4853821,1,0,1,32.20029831,866.6308594,90,12,Kitui
2013,Dry Transitional,1,0,0,48,20,9,7,1.215000033,0,337.4485474,1,1,1,32.2925415,796.7965088,90,12,Kitui
2010,Dry Transitional,1,1,0,85,67,2,6,4.050000191,0,199.9999847,0,0,1,32.20029831,866.6308594,5,18,Kitui
2013,Dry Transitional,1,1,0,87,10,8,8,0.911249995,0,118.5185165,0,1,1,32.2925415,796.7965088,5,18,Kitui
2010,Dry Transitional,1,1,0,31,15,8,4,1.316250086,0,478.6324463,1,0,1,32.20029831,866.6308594,5,1.5,Kitui
2013,Dry Transitional,1,1,0,60,20,0,4,4.860000134,0,1111.111084,1,1,1,32.2925415,796.7965088,5,1.5,Kitui
2010,Dry Transitional,0,0,2,61,37,0,4,1.215000033,0,296.2962952,0,1,1,32.20029831,866.6308594,5,12,Kitui
2013,Dry Transitional,0,0,2,63,40,0,6,1.215000033,0,111.1111069,0,1,1,32.2925415,796.7965088,5,12,Kitui
2010,Dry Transitional,1,1,0,58,27,0,6,3.644999981,0,246.9135742,1,0,1,32.20029831,866.6308594,15,4,Kitui
2013,Dry Transitional,1,1,0,60,30,3,4,3.847500086,0,514.619873,1,1,1,32.2925415,796.7965088,15,4,Kitui
2010,Dry Transitional,1,0,0,65,50,2,4,4.252500057,0,708.9946899,1,0,1,32.20029831,866.6308594,60,12,Kitui
2013,Dry Transitional,1,0,0,38,15,8,9,1.620000005,0,197.5308685,1,1,1,32.2925415,796.7965088,60,12,Kitui
2010,Dry Transitional,0,1,0,53,27,0,2,0.465750039,0,966.1834717,0,0,1,32.20029831,866.6308594,20,0.35,Kitui
2013,Dry Transitional,0,1,0,55,30,3,2,1.620000005,0,166.6666718,0,0,1,32.2925415,796.7965088,20,0.35,Kitui
2010,Dry Transitional,1,1,0,49,21,8,5,1.012500048,1,2577.777588,1,0,0,30.5854702,704.0665283,10,2,Machakos
2013,Dry Transitional,1,1,0,52,24,11,4,1.113749981,1,327.7216797,1,1,0,32.17177963,639.5969238,10,2,Machakos
2010,Dry Transitional,1,1,0,69,51,4,6,2.430000067,1,333.333313,0,0,1,30.5854702,704.0665283,20,1.5,Machakos
2013,Dry Transitional,1,1,0,70,50,4,7,1.620000005,1,183.3333282,1,1,1,32.17177963,639.5969238,20,1.5,Machakos
2010,Dry Transitional,1,1,0,32,3,12,3,0.202500001,1,444.444458,0,0,1,30.5854702,704.0665283,10,2,Machakos
2013,Dry Transitional,1,1,0,52,20,10,5,0.405000001,1,1111.111084,0,1,1,32.17177963,639.5969238,10,2,Machakos
2010,Dry Transitional,1,0,2,64,36,4,9,2.835000038,1,269.8412781,0,0,1,30.5854702,704.0665283,8,2,Machakos
2013,Dry Transitional,1,0,2,67,39,4,6,2.430000067,1,185.1851807,0,1,1,32.17177963,639.5969238,8,2,Machakos
2010,Dry Transitional,1,1,0,44,6,15,6,0.70875001,1,2920.634766,1,0,1,30.5854702,704.0665283,8,1,Machakos
2013,Dry Transitional,1,1,0,67,24,14,4,2.025000095,1,1288.888794,1,0,1,32.17177963,639.5969238,8,1,Machakos
2010,Dry Transitional,1,1,0,39,7,12,7,1.620000124,1,555.555542,0,0,1,30.5854702,704.0665283,10,2,Machakos
2013,Dry Transitional,1,1,0,42,10,12,7,0.810000002,1,4222.222168,0,1,1,32.17177963,639.5969238,10,2,Machakos
2010,Dry Transitional,1,1,0,73,56,1,3,1.215000033,1,444.4444275,1,0,1,30.5854702,704.0665283,20,6,Machakos
2013,Dry Transitional,1,1,0,76,59,4,4,1.620000005,1,201.8518524,1,1,1,32.17177963,639.5969238,20,6,Machakos
2010,Dry Transitional,1,1,0,53,12,10,3,0.607500017,1,1037.036987,1,0,1,30.5854702,704.0665283,15,1,Machakos
2013,Dry Transitional,1,1,0,55,25,11,5,0.506250024,1,764.444397,1,0,1,32.17177963,639.5969238,15,1,Machakos
2010,Dry Transitional,1,0,2,76,32,0,5,0.506250024,1,1777.77771,1,0,1,30.5854702,704.0665283,10,0.5,Machakos
2013,Dry Transitional,1,0,2,79,35,1,5,1.215000033,1,407.4074097,1,0,1,32.17177963,639.5969238,10,0.5,Machakos
2010,Dry Transitional,1,1,0,46,19,12,7,0.87074995,1,1343.669312,1,1,1,30.5854702,704.0665283,2,3,Machakos
2013,Dry Transitional,1,1,0,62,33,14,6,0.405000001,1,2844.444336,1,1,1,32.17177963,639.5969238,2,3,Machakos
2010,Dry Transitional,1,1,0,62,27,8,5,1.82249999,1,1005.060486,1,0,1,30.5854702,704.0665283,25,5,Machakos
2013,Dry Transitional,1,1,0,65,30,10,6,1.82249999,1,2518.518555,1,1,1,32.17177963,639.5969238,25,5,Machakos
2010,Dry Transitional,1,1,2,66,40,10,2,0.810000002,1,955.555542,0,1,1,30.5854702,704.0665283,15,8,Machakos
2013,Dry Transitional,1,0,2,69,42,8,9,0.506250024,1,977.77771,1,1,1,32.17177963,639.5969238,15,8,Machakos
2010,Dry Transitional,1,1,0,60,11,9,7,1.82249999,1,839.5061646,1,0,1,30.5854702,704.0665283,7,4,Machakos
2013,Dry Transitional,1,1,0,60,14,12,6,4.454999924,1,319.191925,1,1,1,32.17177963,639.5969238,7,4,Machakos
2010,Dry Transitional,1,1,0,67,47,0,3,4.050000191,1,555.555542,1,0,1,30.5854702,704.0665283,10,2.5,Machakos
2013,Dry Transitional,1,1,0,70,50,3,7,0.810000002,1,1833.333374,1,1,1,32.17177963,639.5969238,10,2.5,Machakos
2010,Dry Transitional,1,1,0,53,7,9,7,1.620000005,1,777.777771,0,0,1,30.5854702,704.0665283,2,5,Machakos
2013,Dry Transitional,1,1,0,56,10,12,9,0.70875001,1,2158.730225,1,1,1,32.17177963,639.5969238,2,5,Machakos
2010,Dry Transitional,1,1,0,52,7,12,8,5.872499943,1,153.2567139,0,0,1,30.5854702,704.0665283,30,4,Machakos
2013,Dry Transitional,1,1,0,55,10,14,5,0.810000002,1,45.6790123,0,1,1,32.17177963,639.5969238,30,4,Machakos
2010,Dry Transitional,0,0,2,80,60,0,4,0.105299994,0,854.7009277,0,0,1,30.5854702,704.0665283,20,2,Machakos
2013,Dry Transitional,1,1,1,64,39,8,5,1.215000033,1,1555.555542,1,1,1,32.17177963,639.5969238,20,2,Machakos
2010,Dry Transitional,1,1,0,30,4,8,4,0.60345,1,1342.28186,0,0,1,30.5854702,704.0665283,5,1,Machakos
2013,Dry Transitional,1,1,0,33,7,8,4,0.10125,0,1224.691406,0,0,1,32.17177963,639.5969238,5,1,Machakos
2010,Dry Transitional,1,1,0,57,33,10,4,3.037499905,1,800,1,0,1,30.5854702,704.0665283,30,8,Machakos
2013,Dry Transitional,1,0,0,57,35,5,8,0.607500017,1,666.666626,1,0,1,32.17177963,639.5969238,30,8,Machakos
2010,Dry Transitional,1,1,0,50,26,7,7,1.620000005,1,777.777771,1,0,1,30.5854702,704.0665283,20,5,Machakos
2013,Dry Transitional,1,1,0,61,34,9,6,2.025000095,1,1466.666626,1,1,1,32.17177963,639.5969238,20,5,Machakos
2010,Dry Transitional,1,1,0,49,11,12,5,4.050000191,1,777.777771,1,0,1,30.5854702,704.0665283,3,1,Machakos
2013,Dry Transitional,1,1,0,55,25,12,6,0.405000001,1,3555.555664,1,1,1,32.17177963,639.5969238,3,1,Machakos
2010,Dry Transitional,0,0,2,42,22,12,5,0.860625029,0,1359.477051,1,0,1,30.17596054,687.8764648,60,15,Makueni
2013,Dry Transitional,1,1,0,65,30,15,7,0.810000002,1,1333.333374,1,1,1,31.5309391,607.0078735,60,15,Makueni
2010,Dry Transitional,1,1,0,40,12,15,5,1.620000005,0,1083.333374,1,0,0,30.17596054,687.8764648,5,20,Makueni
2013,Dry Transitional,1,1,0,42,14,17,5,1.620000005,0,1000,1,1,0,31.5309391,607.0078735,5,20,Makueni
2010,Dry Transitional,1,1,0,58,35,7,6,3.24000001,0,583.333313,0,0,1,30.17596054,687.8764648,45,3,Makueni
2013,Dry Transitional,1,1,0,55,34,8,7,5.670000076,1,293.6507874,0,1,1,31.5309391,607.0078735,45,3,Makueni
2010,Dry Transitional,0,0,2,58,38,4,10,0.405000001,0,1111.111084,0,0,1,30.17596054,687.8764648,50,15,Makueni
2013,Dry Transitional,1,1,2,70,44,6,6,1.620000005,0,277.777771,0,1,1,31.5309391,607.0078735,50,15,Makueni
2010,Dry Transitional,1,1,0,35,11,8,5,0.810000002,1,2666.666748,0,0,1,30.17596054,687.8764648,30,1,Makueni
2013,Dry Transitional,1,1,0,38,10,8,4,1.620000005,1,944.444458,0,1,1,31.5309391,607.0078735,30,1,Makueni
2010,Dry Transitional,1,1,0,46,13,12,5,2.835000038,0,1269.841309,1,0,1,30.17596054,687.8764648,15,3,Makueni
2013,Dry Transitional,1,1,0,48,15,12,7,6.074999809,1,859.2592773,1,1,1,31.5309391,607.0078735,15,3,Makueni
2010,Dry Transitional,0,0,2,68,47,0,10,3.037499905,0,888.888916,0,0,1,30.17596054,687.8764648,60,3,Makueni
2013,Dry Transitional,1,0,2,70,50,0,6,4.454999924,0,454.5454712,0,1,1,31.5309391,607.0078735,60,3,Makueni
2010,Dry Transitional,1,0,0,50,24,11,14,2.835000038,0,253.9682465,1,1,1,30.17596054,687.8764648,20,3,Makueni
2013,Dry Transitional,1,1,0,52,26,11,11,1.417500019,0,303.3509521,1,0,1,31.5309391,607.0078735,20,3,Makueni
2010,Dry Transitional,1,1,0,34,7,12,4,0.607500017,0,2222.222168,1,0,1,30.17596054,687.8764648,60,3,Makueni
2013,Dry Transitional,1,1,0,54,35,2,11,1.620000005,0,166.6666718,1,1,1,31.5309391,607.0078735,60,3,Makueni
2010,Dry Transitional,0,1,0,38,15,12,5,0.810000002,0,888.888916,1,0,1,30.17596054,687.8764648,10,1,Makueni
2013,Dry Transitional,1,1,0,38,10,12,5,1.215000033,1,740.7407227,1,1,1,31.5309391,607.0078735,10,1,Makueni
2010,Dry Transitional,1,1,1,41,6,6,1,1.215000033,0,1037.036987,0,0,1,30.17596054,687.8764648,60,17,Makueni
2013,Dry Transitional,1,1,0,40,15,12,7,0.607500017,0,888.888855,0,1,1,31.5309391,607.0078735,60,17,Makueni
2010,Dry Transitional,1,1,0,45,20,12,10,2.430000067,0,666.666626,0,0,1,29.6805706,691.522644,60,4,Makueni
2013,Dry Transitional,1,1,0,65,39,7,10,1.620000005,1,444.444458,0,1,1,30.60219955,672.7859497,60,4,Makueni
2010,Dry Transitional,1,1,0,36,14,8,8,2.025000095,0,977.77771,0,0,1,29.6805706,691.522644,251,10,Makueni
2013,Dry Transitional,1,1,0,38,16,10,8,1.620000005,1,419.7530823,1,1,1,30.60219955,672.7859497,251,10,Makueni
2010,Dry Transitional,1,1,0,51,8,7,9,1.012500048,1,2577.777588,1,0,1,29.6805706,691.522644,10,20,Makueni
2013,Dry Transitional,1,1,0,76,30,4,9,0.70875001,1,299.1181641,1,1,1,30.60219955,672.7859497,10,20,Makueni
2010,Dry Transitional,0,1,0,73,47,4,7,1.215000033,0,407.4074097,1,0,1,29.6805706,691.522644,35,2,Makueni
2013,Dry Transitional,0,1,0,76,50,7,3,1.620000005,0,777.777771,1,1,1,30.60219955,672.7859497,35,2,Makueni
2010,Dry Transitional,1,1,0,69,55,2,11,3.037500143,0,740.7407227,0,1,1,29.6805706,691.522644,15,30,Makueni
2013,Dry Transitional,0,1,0,72,58,1,7,1.771875024,0,101.5873032,0,1,1,30.60219955,672.7859497,15,30,Makueni
2010,Dry Transitional,1,1,0,60,17,7,8,0.911249995,0,1679.012329,0,0,1,29.6805706,691.522644,30,3,Makueni
2013,Dry Transitional,1,1,0,62,20,7,7,1.215000033,0,1333.333252,1,1,1,30.60219955,672.7859497,30,3,Makueni
2010,Dry Transitional,0,1,0,54,10,7,3,0.202500001,0,2000,1,0,1,29.6805706,691.522644,3,1,Makueni
2013,Dry Transitional,1,1,0,58,37,12,4,1.82249999,1,197.5308685,1,1,1,30.60219955,672.7859497,3,1,Makueni
2010,Dry Transitional,1,1,0,56,23,12,6,8.100000381,1,522.222168,0,1,1,29.6805706,691.522644,60,3,Makueni
2013,Dry Transitional,1,1,0,68,40,7,7,0.810000002,0,833.333313,0,1,1,30.60219955,672.7859497,60,3,Makueni
2010,Dry Transitional,0,0,1,46,7,5,5,0.405000001,1,3333.333252,0,0,1,29.6805706,691.522644,30,1.5,Makueni
2013,Dry Transitional,1,0,1,49,10,8,6,1.215000033,1,777.777771,0,1,1,30.60219955,672.7859497,30,1.5,Makueni
2010,Dry Transitional,0,1,0,60,40,2,11,0.810000002,1,0,0,0,1,29.6805706,691.522644,45,2,Makueni
2013,Dry Transitional,1,1,0,85,60,7,4,8.909999847,1,313.1313171,0,1,1,30.60219955,672.7859497,45,2,Makueni
2010,Dry Transitional,1,1,0,58,17,7,8,1.620000005,1,222.222229,0,0,1,29.6805706,691.522644,60,3,Makueni
2013,Dry Transitional,0,1,0,60,20,7,3,0.405000001,0,0,1,1,1,30.60219955,672.7859497,60,3,Makueni
2010,Dry Transitional,0,1,0,47,25,7,8,1.215000033,1,177.777771,1,0,1,29.6805706,691.522644,20,1.3,Makueni
2013,Dry Transitional,1,1,0,39,8,11,5,1.215000033,1,814.8148193,1,1,1,30.60219955,672.7859497,20,1.3,Makueni
2010,Dry Transitional,0,1,0,56,31,7,6,2.430000067,1,333.333313,0,0,1,29.60885048,789.1278076,30,4,Makueni
2013,Dry Transitional,0,1,0,59,34,7,6,1.215000033,0,567.9012451,0,1,1,30.96899986,894.9752197,30,4,Makueni
2010,Dry Transitional,1,1,0,45,14,12,6,5.670000076,1,1111.111084,0,1,1,29.60885048,789.1278076,5,1,Makueni
2013,Dry Transitional,1,1,0,51,10,14,3,11.34000015,1,1587.301514,0,1,1,30.96899986,894.9752197,5,1,Makueni
2010,Dry Transitional,0,1,0,52,30,6,7,0.405000001,0,111.1111145,1,0,1,29.6805706,691.522644,90,5,Makueni
2013,Dry Transitional,1,1,0,54,20,7,7,4.050000191,1,244.4444275,1,1,1,30.60219955,672.7859497,90,5,Makueni
2010,Dry Transitional,1,1,0,57,25,7,7,1.113749981,1,404.0404053,1,0,1,29.6805706,691.522644,30,1.5,Makueni
2013,Dry Transitional,1,1,0,60,28,7,7,1.620000005,1,83.33333588,1,1,1,30.60219955,672.7859497,30,1.5,Makueni
2010,Dry Transitional,0,1,0,57,32,2,5,0.506250024,0,0,0,1,1,29.6805706,691.522644,30,3,Makueni
2013,Dry Transitional,1,1,0,60,35,2,6,1.215000033,1,74.07407379,0,1,1,30.60219955,672.7859497,30,3,Makueni
2010,Dry Transitional,0,1,0,79,37,5,4,0.810000002,1,166.6666718,0,0,1,29.60885048,789.1278076,10,5,Makueni
2013,Dry Transitional,0,1,0,82,40,8,4,0.607500017,0,296.2962952,0,0,1,30.96899986,894.9752197,10,5,Makueni
2010,Dry Transitional,1,1,0,77,17,12,2,0.405000001,1,333.3333435,0,0,1,29.60885048,789.1278076,6,5,Makueni
2013,Dry Transitional,1,1,2,80,13,12,6,0.810000002,1,722.222229,0,1,1,30.96899986,894.9752197,6,5,Makueni
2010,Dry Transitional,0,1,0,67,41,13,6,0.405000001,0,177.777771,1,0,1,29.60885048,789.1278076,10,9,Makueni
2013,Dry Transitional,1,1,0,50,30,11,2,1.620000005,1,166.6666718,1,1,1,30.96899986,894.9752197,10,9,Makueni
2010,Dry Transitional,0,0,2,82,7,0,3,0.607500017,1,296.2962952,0,0,1,29.60885048,789.1278076,5,4,Makueni
2013,Dry Transitional,1,0,2,85,10,0,4,0.283499986,1,162.2575073,1,1,1,30.96899986,894.9752197,5,4,Makueni
2010,Dry Transitional,1,1,0,66,38,8,7,1.215000033,1,222.2222137,0,1,1,29.60885048,789.1278076,15,4,Makueni
2013,Dry Transitional,1,1,0,68,40,0,2,0.202500001,1,0,0,0,1,30.96899986,894.9752197,15,4,Makueni
2010,Dry Transitional,1,1,0,51,31,10,5,0.810000002,1,133.3333282,0,1,1,29.60885048,789.1278076,60,5,Makueni
2013,Dry Transitional,1,1,0,53,34,10,4,0.810000002,1,733.333313,0,0,1,30.96899986,894.9752197,60,5,Makueni
2010,Dry Transitional,1,0,2,56,35,4,7,1.012500048,1,711.111084,0,0,1,29.60885048,789.1278076,10,6,Makueni
2013,Dry Transitional,0,0,2,59,38,7,7,2.025000095,0,16.29629517,0,1,1,30.96899986,894.9752197,10,6,Makueni
2010,Dry Transitional,1,1,0,90,45,3,3,0.502200007,0,358.4229431,1,0,1,29.60885048,789.1278076,10,7,Makueni
2013,Dry Transitional,1,1,0,42,8,12,6,1.620000005,1,305.555542,1,1,1,30.96899986,894.9752197,10,7,Makueni
2010,Dry Transitional,1,0,2,85,69,0,3,0.202500001,0,918.5184937,0,0,1,29.60885048,789.1278076,10,10,Makueni
2013,Dry Transitional,0,1,0,30,4,7,3,0.202500001,0,1333.333374,1,1,1,30.96899986,894.9752197,10,10,Makueni
2010,Dry Transitional,1,1,0,48,28,7,5,0.607500017,1,651.8518066,0,0,1,29.60885048,789.1278076,7,1.5,Makueni
2013,Dry Transitional,0,1,0,54,6,8,6,0.810000002,0,1000,0,0,1,30.96899986,894.9752197,7,1.5,Makueni
2010,Dry Transitional,1,1,0,56,32,10,7,1.923749924,1,523.9766235,1,0,1,29.60885048,789.1278076,20,6,Makueni
2013,Dry Transitional,1,1,0,59,34,13,9,0.810000002,1,2222.222168,1,1,1,30.96899986,894.9752197,20,6,Makueni
2010,Dry Transitional,1,0,0,51,23,10,8,2.025000095,1,933.333313,1,0,1,29.60885048,789.1278076,60,5,Makueni
2013,Dry Transitional,1,1,0,60,28,9,8,4.050000191,1,444.6913452,1,1,1,30.96899986,894.9752197,60,5,Makueni
2010,Dry Transitional,1,1,0,48,27,2,8,0.405000001,1,2666.666748,0,0,1,29.60885048,789.1278076,60,5,Makueni
2013,Dry Transitional,1,1,0,51,30,5,12,0.202500001,1,444.444458,0,1,1,30.96899986,894.9752197,60,5,Makueni
2010,Dry Transitional,1,1,0,78,53,14,3,1.620000005,1,1777.777832,0,0,1,29.60885048,789.1278076,10,9,Makueni
2013,Dry Transitional,1,1,0,38,10,10,9,1.620000005,1,722.222229,1,1,1,30.96899986,894.9752197,10,9,Makueni
2010,Dry Transitional,1,0,1,52,30,3,3,0.232875019,1,1043.478149,0,0,0,29.60885048,789.1278076,5,5,Makueni
2013,Dry Transitional,1,1,0,40,15,15,4,0.405000001,1,3111.111084,0,0,0,30.96899986,894.9752197,5,5,Makueni
2010,Dry Transitional,1,1,0,54,34,15,6,0.60345,1,1193.139404,0,0,1,29.60885048,789.1278076,10,5,Makueni
2013,Dry Transitional,1,1,0,56,25,16,6,1.417500019,1,698.4126587,0,1,1,30.96899986,894.9752197,10,5,Makueni
2010,Dry Transitional,1,1,2,84,58,6,7,3.24000001,1,416.6666565,1,0,1,29.60885048,789.1278076,15,8,Makueni
2013,Dry Transitional,1,1,2,87,61,9,4,0.303750008,1,887.8059082,1,1,1,30.96899986,894.9752197,15,8,Makueni
2010,Dry Transitional,1,1,0,52,28,14,4,1.721250057,1,418.3006287,0,1,1,29.60885048,789.1278076,5,4,Makueni
2013,Dry Transitional,1,1,0,62,37,11,11,2.2275002,1,3030.302734,1,1,1,30.96899986,894.9752197,5,4,Makueni
2010,Dry Transitional,1,0,0,56,36,16,7,2.025000095,1,577.777771,1,0,1,29.60885048,789.1278076,5,8,Makueni
2013,Dry Transitional,1,1,0,58,25,12,5,4.860000134,1,314.8148193,1,1,1,30.96899986,894.9752197,5,8,Makueni
2010,Dry Transitional,1,1,0,44,19,4,7,0.810000002,1,777.777771,0,0,1,29.60885048,789.1278076,40,5,Makueni
2013,Dry Transitional,1,1,0,47,22,7,7,0.810000002,1,2777.777832,0,1,1,30.96899986,894.9752197,40,5,Makueni
2010,Dry Transitional,0,1,0,51,29,11,7,0.607500017,0,177.777771,0,0,1,29.60885048,789.1278076,10,12,Makueni
2013,Dry Transitional,0,1,0,53,38,10,8,2.430000067,1,203.7037048,0,1,1,30.96899986,894.9752197,10,12,Makueni
2010,Dry Transitional,1,0,1,43,11,4,5,1.012500048,0,799.999939,1,0,1,29.8899498,696.4645996,30,15,Machakos
2013,Dry Transitional,1,0,2,46,14,4,6,0.810000002,0,222.222229,1,1,1,31.02083969,826.3139648,30,15,Machakos
2010,Dry Transitional,0,1,0,57,7,4,5,1.620000005,0,500,1,0,1,29.8899498,696.4645996,30,2,Machakos
2013,Dry Transitional,0,1,0,60,10,7,6,0.810000002,0,139.5061798,1,1,1,31.02083969,826.3139648,30,2,Machakos
2010,Dry Transitional,1,1,0,79,51,0,3,1.215000033,0,444.4444275,1,0,1,29.8899498,696.4645996,30,13,Machakos
2013,Dry Transitional,1,1,0,82,53,0,5,1.215000033,0,888.888855,1,1,1,31.02083969,826.3139648,30,13,Machakos
2010,Dry Transitional,0,1,0,65,7,3,5,0.607500017,0,296.2962952,1,0,1,29.8899498,696.4645996,45,16,Machakos
2013,Dry Transitional,0,1,0,68,10,6,6,0.303750008,0,1333.333252,1,1,1,31.02083969,826.3139648,45,16,Machakos
2010,Dry Transitional,1,0,2,60,14,7,5,1.215000033,0,340.7407227,1,0,1,29.8899498,696.4645996,10,16,Machakos
2013,Dry Transitional,1,0,1,63,17,7,5,0.810000002,0,1000,1,1,1,31.02083969,826.3139648,10,16,Machakos
